full_name,pdes,name,neo,pha,class,e,a,q,i,om,w,ma,epoch,per,per_y,n,ad,H,G,diameter,extent,albedo,rot_per,GM,density,BV,UB,IR,spec_T,spec_B,condition_code,data_arc,n_obs_used,moid,moid_ld,t_jup
162483 (2000 PJ5),162483,,Y,N,ATE,0.3737,0.8727,0.547,51.18,124.41,7.65,27.50,2461200.5,298,0.815,1.209,1.20,17.53,,0.906,,0.236,2.642,,,,,,,,0,9505,880,0.175,68.3,6.44
162510 (2000 QW69),162510,,Y,Y,APO,0.3023,1.376,0.960,38.15,344.32,220.72,97.73,2461200.5,590,1.61,0.6105,1.79,17.60,,1.406,,0.089,,,,,,,,,0,9464,1760,0.0248,9.65,4.55
162566 (2000 RJ34),162566,,Y,N,AMO,0.5762,2.625,1.113,14.29,329.84,145.57,318.18,2461200.5,1.55e+03,4.25,0.2318,4.14,15.73,,4.299,,0.071,50.67,,,,,,,,0,9475,1155,0.165,64.1,3.11
162567 (2000 RW37),162567,,Y,Y,APO,0.2501,1.247,0.935,13.75,333.28,133.31,76.68,2461200.5,509,1.39,0.7074,1.56,19.97,,0.335,,0.173,2.439,,,,,,,C,0,9145,255,0.00775,3.01,5.09
162581 (2000 SA10),162581,,Y,N,AMO,0.3517,1.667,1.081,15.89,200.30,248.23,294.34,2461200.5,786,2.15,0.4578,2.25,18.66,,,,,,,,,,,,,0,14351,449,0.212,82.3,4.14
162635 (2000 SS164),162635,,Y,N,AMO,0.5154,2.57,1.245,7.88,153.39,312.24,46.57,2461200.5,1.5e+03,4.12,0.2393,3.89,16.74,,,,,6.8939,,,,,,,,0,9397,1197,0.283,110,3.22
162679 (2000 TK1),162679,,Y,N,APO,0.5716,1.2,0.514,29.23,13.00,167.40,60.01,2461200.5,480,1.31,0.7502,1.89,18.06,,,,,,,,,,,,,0,10658,561,0.411,160,5.03
162687 (2000 UH1),162687,,Y,Y,APO,0.5438,1.875,0.855,14.77,76.12,41.01,322.96,2461200.5,938,2.57,0.3839,2.89,18.75,,,,,,,,,,,,,0,8630,431,0.0347,13.5,3.75
162694 (2000 UH11),162694,,Y,N,ATE,0.4224,0.8703,0.503,32.22,29.77,187.42,11.97,2461200.5,297,0.812,1.214,1.24,19.74,,,,,,,,,,,,,0,8058,215,0.224,87.1,6.61
162695 (2000 UL11),162695,,Y,Y,APO,0.6356,2.123,0.774,2.19,333.18,152.14,77.70,2461200.5,1.13e+03,3.09,0.3185,3.47,20.20,,,,,,,,,,,,,1,1295,154,0.0231,8.98,3.44
162698 (2000 UN30),162698,,Y,N,AMO,0.4876,2.12,1.086,20.68,66.16,271.92,130.33,2461200.5,1.13e+03,3.09,0.3193,3.15,18.43,,,,,,,,,,,,,0,9189,136,0.336,131,3.5
162723 (2000 VM2),162723,,Y,N,APO,0.6816,1.774,0.565,6.39,329.79,187.39,252.92,2461200.5,863,2.36,0.4171,2.98,17.72,,,,,4.571,,,,,,,,0,11606,951,0.11,42.6,3.78
162740 (2000 WF6),162740,,Y,N,AMO,0.5032,2.459,1.221,39.22,264.32,159.15,219.82,2461200.5,1.41e+03,3.86,0.2556,3.70,18.44,,,,,,,,,,,,Sq,0,8441,114,0.259,101,3.04
162741 (2000 WG6),162741,,Y,N,AMO,0.4995,2.318,1.160,11.85,60.71,330.12,87.30,2461200.5,1.29e+03,3.53,0.2792,3.48,17.45,,3.945,,0.014,,,,,,,,,0,11757,259,0.189,73.6,3.38
162781 (2000 XL44),162781,,Y,N,AMO,0.4261,2.226,1.278,10.03,331.97,163.89,228.65,2461200.5,1.21e+03,3.32,0.2967,3.17,17.96,,,,,2.9959,,,,,,,S,0,12599,653,0.295,115,3.5
162783 (2000 YJ11),162783,,Y,Y,APO,0.2323,1.314,1.009,7.26,64.91,339.15,359.79,2461200.5,550,1.51,0.6546,1.62,20.91,,,,,,,,,,,,,0,8740,139,0.0297,11.6,4.93
162825 (2001 BO61),162825,,Y,Y,APO,0.7441,1.773,0.454,9.07,159.49,79.18,229.29,2461200.5,862,2.36,0.4174,3.09,17.97,,,,,,,,,,,,,0,8023,454,0.0163,6.33,3.71
162854 (2001 DE47),162854,,Y,N,AMO,0.1492,1.323,1.126,21.27,122.40,297.78,287.98,2461200.5,556,1.52,0.6478,1.52,19.14,,,,,,,,,,,,,0,8533,255,0.213,82.8,4.86
162873 (2001 FB7),162873,,Y,N,AMO,0.0863,1.401,1.280,20.19,357.87,198.79,65.51,2461200.5,605,1.66,0.5946,1.52,19.27,,,,,,,,,,,,,0,9212,204,0.288,112,4.68
162882 (2001 FD58),162882,,Y,Y,APO,0.5752,1.093,0.464,6.51,341.11,46.08,146.39,2461200.5,417,1.14,0.8629,1.72,18.79,,,,,,,,,,,,,0,9500,948,0.0326,12.7,5.51
162900 (2001 HG31),162900,,Y,N,AMO,0.5356,2.576,1.197,6.16,36.49,67.44,69.26,2461200.5,1.51e+03,4.14,0.2383,3.96,15.98,,,,,60.61,,,,,,,,0,9241,1341,0.238,92.6,3.2
162903 (2001 JV2),162903,,Y,N,APO,0.2373,1.305,0.995,47.49,216.89,301.22,353.50,2461200.5,544,1.49,0.6615,1.61,18.66,,1.086,,0.060,,,,,,,,,0,8982,200,0.0875,34,4.65
162911 (2001 LL5),162911,,Y,N,APO,0.3394,1.204,0.795,7.95,281.82,205.17,46.56,2461200.5,483,1.32,0.746,1.61,19.32,,,,,,,,,,,,,0,8812,326,0.101,39.2,5.22
162913 (2001 MT18),162913,,Y,N,APO,0.5195,1.271,0.611,8.65,170.48,356.16,215.77,2461200.5,523,1.43,0.688,1.93,18.48,,,,,,,,,,,,,0,12374,919,0.146,56.9,4.93
162922 (2001 OY13),162922,,Y,Y,APO,0.3819,1.318,0.815,10.30,284.17,291.32,204.75,2461200.5,553,1.51,0.651,1.82,20.91,,,,,,,,,,,,,0,2215,164,0.0137,5.34,4.86
162926 (2001 OB36),162926,,Y,N,AMO,0.6174,2.945,1.127,42.66,112.93,289.17,306.15,2461200.5,1.85e+03,5.05,0.1951,4.76,17.12,,,,,,,,,,,,,1,2022,59,0.42,163,2.64
162979 (2001 RA12),162979,,Y,Y,APO,0.5430,2.039,0.932,17.10,311.53,326.18,203.17,2461200.5,1.06e+03,2.91,0.3386,3.15,18.29,,,,,,,,,,,,,0,8417,167,0.0194,7.57,3.56
162980 (2001 RR17),162980,,Y,N,APO,0.4887,1.553,0.794,30.40,177.59,351.50,112.31,2461200.5,707,1.94,0.509,2.31,16.77,,0.790,,0.658,12.71,,,,,,,,0,18165,1254,0.198,76.9,4.17
162998 (2001 SK162),162998,,Y,Y,APO,0.4745,1.926,1.012,1.68,285.29,186.46,42.77,2461200.5,976,2.67,0.3688,2.84,18.15,,0.875,,0.161,68,,,,,,,T,0,11912,1611,0.0286,11.1,3.77
163000 (2001 SW169),163000,,Y,N,AMO,0.0515,1.248,1.184,3.55,8.39,284.81,309.69,2461200.5,509,1.39,0.7066,1.31,19.26,,,,,69.97,,,,,,,,0,10388,1852,0.18,69.9,5.14
163001 (2001 SE170),163001,,Y,N,AMO,0.4533,2.124,1.161,19.98,216.52,124.92,9.80,2461200.5,1.13e+03,3.09,0.3185,3.09,18.41,,,,,,,,,,,,,0,5315,342,0.264,103,3.52
163014 (2001 UA5),163014,,Y,Y,APO,0.4456,1.787,0.991,9.94,58.62,27.70,95.38,2461200.5,873,2.39,0.4126,2.58,17.75,,,,,,,,,,,,Sq,0,13211,1270,0.0313,12.2,3.94
163015 (2001 UX16),163015,,Y,N,APO,0.3683,1.417,0.895,10.62,213.36,254.60,173.20,2461200.5,616,1.69,0.5844,1.94,22.07,,,,,,,,,,,,,0,2006,34,0.0631,24.6,4.63
163023 (2001 XU1),163023,,Y,N,ATE,0.5464,0.7974,0.362,27.15,69.68,208.54,266.43,2461200.5,260,0.712,1.384,1.23,19.52,,,,,,,,,,,,,0,8428,383,0.056,21.8,7.11
163026 (2001 XR30),163026,,Y,Y,APO,0.3652,1.297,0.823,11.86,247.84,294.51,146.39,2461200.5,540,1.48,0.6672,1.77,21.23,,,,,,,,,,,,,0,7980,72,0.0218,8.49,4.92
163051 (2001 YJ4),163051,,Y,Y,APO,0.5664,2.275,0.986,9.28,247.76,322.40,21.00,2461200.5,1.25e+03,3.43,0.2872,3.56,16.33,,,,,4.693,,,,,,,,0,17720,2042,0.0327,12.7,3.36
163067 (2002 AP3),163067,,Y,Y,APO,0.5859,2.046,0.847,7.61,87.29,117.82,96.89,2461200.5,1.07e+03,2.93,0.3369,3.24,19.99,,,,,,,,,,,,,1,1108,68,0.0123,4.79,3.55
163070 (2002 AO7),163070,,Y,N,AMO,0.6359,2.909,1.059,14.54,278.03,240.60,304.48,2461200.5,1.81e+03,4.96,0.1987,4.76,18.40,,,,,,,,,,,,,0,7483,174,0.189,73.4,2.91
163081 (2002 AG29),163081,,Y,N,APO,0.2033,1.087,0.866,11.50,212.83,43.97,81.02,2461200.5,414,1.13,0.87,1.31,18.57,,,,,19.64,,,,,,,,0,12832,824,0.0767,29.8,5.67
163132 (2002 CU11),163132,,Y,Y,APO,0.2951,1.22,0.860,48.78,157.74,110.53,308.18,2461200.5,492,1.35,0.7317,1.58,18.61,,0.460,,0.408,,,,,,,,,0,8765,516,0.000853,0.332,4.88
163191 (2002 EQ9),163191,,Y,N,APO,0.4652,1.835,0.981,16.29,179.09,44.37,248.91,2461200.5,908,2.49,0.3966,2.69,19.43,,,,,3,,,,,,,,0,8000,432,0.0625,24.3,3.85
163243 (2002 FB3),163243,,Y,Y,ATE,0.6016,0.7616,0.303,20.28,203.55,148.34,279.21,2461200.5,243,0.665,1.483,1.22,16.42,,1.682,,0.172,6.231,,,,,,,,0,8856,1995,0.00315,1.22,7.41
163249 (2002 GT),163249,,Y,Y,APO,0.3347,1.344,0.894,6.97,201.71,135.15,79.35,2461200.5,569,1.56,0.6324,1.79,18.70,,,,,3.7663,,,,,,,,0,8367,1636,0.0161,6.25,4.82
163250 (2002 GH1),163250,,Y,N,AMO,0.5352,2.691,1.251,35.24,169.87,352.42,171.91,2461200.5,1.61e+03,4.41,0.2233,4.13,15.47,,,,,,,,,,,,,0,13612,1304,0.261,102,2.93
163252 (2002 GD11),163252,,Y,N,AMO,0.4418,2.13,1.189,9.00,95.59,201.25,240.80,2461200.5,1.14e+03,3.11,0.317,3.07,17.92,,,,,7,,,,,,,,0,9651,385,0.18,70.1,3.58
163295 (2002 HW),163295,,Y,N,APO,0.6451,2.462,0.874,5.81,32.31,77.70,93.65,2461200.5,1.41e+03,3.86,0.2551,4.05,19.49,,,,,,,,,,,,,0,2775,212,0.0525,20.4,3.16
163335 (2002 LJ),163335,,Y,N,APO,0.6667,1.328,0.443,56.32,247.04,155.66,195.28,2461200.5,559,1.53,0.644,2.21,17.19,,,,,,,,,,,,,0,8428,387,0.502,195,4.34
163348 (2002 NN4),163348,,Y,Y,ATE,0.4346,0.8758,0.495,5.42,259.41,222.21,209.33,2461200.5,299,0.82,1.203,1.26,20.05,,0.735,,0.030,14.5,,,,,,,,0,8435,790,0.00686,2.67,6.68
163364 (2002 OD20),163364,,Y,Y,APO,0.3689,1.365,0.862,4.19,259.84,275.34,94.86,2461200.5,583,1.6,0.6179,1.87,18.91,,,,,2.42,,,,,,,,0,9028,674,0.0263,10.2,4.76
163373 (2002 PZ39),163373,,Y,Y,APO,0.5463,1.469,0.666,1.67,328.72,260.19,168.17,2461200.5,650,1.78,0.5536,2.27,19.03,,,,,148.7,,,,,,,,0,10636,1171,0.00259,1.01,4.43
163412 (2002 RV25),163412,,Y,N,AMO,0.4510,1.907,1.047,34.48,18.11,46.20,338.71,2461200.5,962,2.63,0.3741,2.77,17.36,,,,,,,,,,,,,0,10778,663,0.147,57.1,3.62
163454 (2002 RN129),163454,,Y,N,APO,0.3700,1.162,0.732,23.12,332.10,198.66,169.39,2461200.5,458,1.25,0.7867,1.59,19.11,,0.712,,0.096,,,,,,,,,0,7488,257,0.236,92,5.29
163667 (2002 WC1),163667,,Y,N,AMO,0.5718,2.582,1.106,4.64,41.46,82.71,235.69,2461200.5,1.52e+03,4.15,0.2375,4.06,19.88,,,,,,,,,,,,,0,3003,55,0.147,57.4,3.17
163679 (2002 XG84),163679,,Y,N,APO,0.4714,1.495,0.790,5.06,29.75,349.72,332.02,2461200.5,668,1.83,0.5392,2.20,19.29,,,,,,,,,,,,,0,8313,275,0.0719,28,4.42
163683 (2002 YP2),163683,,Y,Y,APO,0.6883,1.577,0.492,20.63,52.44,281.41,330.17,2461200.5,723,1.98,0.4976,2.66,19.04,,,,,,,,,,,,,0,8535,274,0.0202,7.85,4.05
163691 (2003 BB43),163691,,Y,N,AMO,0.5217,2.418,1.156,40.80,148.79,60.82,64.40,2461200.5,1.37e+03,3.76,0.2622,3.68,17.09,,3.449,,0.021,6.649,,,,,,,,0,13927,446,0.355,138,3.03
163692 (2003 CY18),163692,,Y,N,APO,0.4108,1.526,0.899,7.21,114.33,180.99,29.78,2461200.5,689,1.89,0.5228,2.15,18.27,,,,,27.66,,,,,,,,0,7999,1450,0.0921,35.9,4.39
163693 Atira (2003 CP20),163693,Atira,Y,N,IEO,0.3222,0.741,0.502,25.62,103.87,252.93,346.32,2461200.5,233,0.638,1.545,0.98,16.41,,,,,3.398,,,,,,,,0,8476,1080,0.207,80.7,7.67
163694 (2003 DP13),163694,,Y,N,AMO,0.5434,2.64,1.205,9.82,326.68,283.05,128.97,2461200.5,1.57e+03,4.29,0.2297,4.08,17.50,,0.832,,0.276,2.387,,,,,,,,0,14391,565,0.263,102,3.15
163696 (2003 EB50),163696,,Y,N,APO,0.5191,1.571,0.756,29.50,65.59,278.96,149.46,2461200.5,719,1.97,0.5006,2.39,16.53,,,,,62.06,,,,,,,,0,8427,4355,0.0529,20.6,4.13
163697 (2003 EF54),163697,,Y,Y,APO,0.4731,1.609,0.848,2.95,268.45,353.83,106.06,2461200.5,745,2.04,0.483,2.37,20.08,,,,,,,,,,,,,0,4328,224,0.0422,16.4,4.21
163732 (2003 KP2),163732,,Y,N,APO,0.6962,2.752,0.836,44.61,193.40,190.67,347.40,2461200.5,1.67e+03,4.57,0.2158,4.67,15.49,,,,,151.1,,,,,,,,0,26679,930,0.158,61.3,2.63
163758 (2003 OS13),163758,,Y,N,APO,0.7413,1.296,0.335,41.53,272.14,244.28,217.10,2461200.5,539,1.48,0.668,2.26,17.42,,,,,,,,,,,,,0,7639,389,0.0904,35.2,4.52
163760 (2003 OR14),163760,,Y,N,AMO,0.5041,2.512,1.246,13.06,211.47,212.03,215.64,2461200.5,1.45e+03,3.98,0.2475,3.78,16.68,,2.343,,0.074,,,,,,,,,0,15594,990,0.279,108,3.24
163818 (2003 RX7),163818,,Y,Y,APO,0.3545,1.229,0.794,10.39,241.00,245.92,142.49,2461200.5,498,1.36,0.723,1.67,18.46,,0.386,,0.516,5.649,,,,,,,,0,8356,968,0.0267,10.4,5.13
163899 (2003 SD220),163899,,Y,Y,ATE,0.2094,0.8279,0.654,8.55,273.63,327.02,193.58,2461200.5,275,0.753,1.308,1.00,17.56,,0.791,,0.340,285,,,,,,,,0,9153,1935,0.018,7,7.06
163902 (2003 SW222),163902,,Y,N,AMO,0.2479,1.661,1.249,16.11,283.70,165.07,197.45,2461200.5,782,2.14,0.4605,2.07,17.21,,,,,4.76,,,,,,,,0,8298,2765,0.27,105,4.18
164120 (2003 YK),164120,,Y,N,APO,0.4081,1.512,0.895,11.03,345.60,189.65,334.03,2461200.5,679,1.86,0.53,2.13,19.07,,,,,,,,,,,,,0,8808,306,0.0837,32.6,4.41
164121 (2003 YT1),164121,,Y,Y,APO,0.2921,1.11,0.786,44.06,38.31,91.01,20.86,2461200.5,427,1.17,0.8429,1.43,16.15,,1.717,,0.198,2.343,,,,,,,,0,15580,2597,0.00304,1.18,5.32
164184 (2004 BF68),164184,,Y,N,APO,0.4533,1.627,0.890,4.60,202.19,2.64,251.75,2461200.5,758,2.08,0.4749,2.36,19.46,,,,,5.568,,,,,,,,0,7940,232,0.0545,21.2,4.19
164201 (2004 EC),164201,,Y,N,APO,0.8600,1.997,0.279,34.58,28.82,10.34,332.52,2461200.5,1.03e+03,2.82,0.3493,3.71,15.73,,,,,3.909,,,,,,,,0,8172,1193,0.412,160,3.13
164202 (2004 EW),164202,,Y,Y,ATE,0.2789,0.9879,0.712,4.67,342.89,56.22,322.00,2461200.5,359,0.982,1.004,1.26,20.91,,,,,11.1,,,,,,,,0,4823,427,0.0236,9.18,6.1
164206 (2004 FN18),164206,,Y,N,APO,0.4096,1.701,1.004,18.27,214.40,232.90,77.99,2461200.5,810,2.22,0.4444,2.40,17.68,,1.138,,0.124,,,,,,,,,0,26155,1598,0.112,43.5,4.05
164207 Cardea (2004 GU9),164207,Cardea,Y,Y,APO,0.1360,1.001,0.865,13.65,38.37,279.31,294.17,2461200.5,366,1,0.9839,1.14,21.19,,0.163,,0.219,,,,,,,,,0,9082,363,0.00162,0.63,6.04
164211 (2004 JA27),164211,,Y,Y,APO,0.4233,1.666,0.961,2.26,67.76,270.20,43.88,2461200.5,786,2.15,0.4582,2.37,19.50,,,,,,,,,,,,,0,7595,482,0.0327,12.7,4.15
164214 (2004 LZ11),164214,,Y,N,AMO,0.3927,2.12,1.287,5.46,72.08,248.81,22.53,2461200.5,1.13e+03,3.09,0.3194,2.95,19.27,,,,,,,,,,,,,0,6433,106,0.291,113,3.62
164215 Doloreshill (2004 MF6),164215,Doloreshill,Y,N,AMO,0.3964,2.115,1.277,4.88,235.97,76.57,38.41,2461200.5,1.12e+03,3.08,0.3205,2.95,20.01,,,,,,,,,,,,,0,3134,208,0.278,108,3.63
164216 (2004 OT11),164216,,Y,Y,APO,0.5657,2.151,0.934,20.06,294.80,326.85,354.16,2461200.5,1.15e+03,3.15,0.3125,3.37,17.23,,,,,,,,,,,,,0,8053,975,0.0204,7.94,3.42
164217 (2004 PT42),164217,,Y,N,AMO,0.4164,2.012,1.174,48.95,144.96,179.14,229.83,2461200.5,1.04e+03,2.85,0.3453,2.85,17.16,,,,,,,,,,,,,0,9526,1120,0.161,62.8,3.33
164221 (2004 QE20),164221,,Y,N,AMO,0.2055,1.505,1.196,6.48,272.56,74.30,282.58,2461200.5,675,1.85,0.5337,1.81,20.43,,,,,,,,,,,,,0,8770,204,0.219,85.4,4.5
164222 (2004 RN9),164222,,Y,N,APO,0.2470,1.304,0.982,16.11,0.93,67.22,162.09,2461200.5,544,1.49,0.6618,1.63,20.85,,,,,,,,,,,,,0,7902,258,0.0937,36.5,4.92
164294 (2004 XZ130),164294,,Y,N,IEO,0.4544,0.6176,0.337,2.95,211.13,5.46,272.86,2461200.5,177,0.485,2.031,0.90,20.45,,,,,,,,,,,,,1,3564,72,0.0954,37.1,9.04
164341 (2005 CO),164341,,Y,N,AMO,0.2541,1.627,1.213,13.01,140.63,42.95,75.45,2461200.5,758,2.08,0.475,2.04,20.59,,,,,,,,,,,,,0,8444,97,0.256,99.7,4.25
164342 (2005 CP),164342,,Y,N,APO,0.3611,1.57,1.003,19.17,138.88,73.02,268.85,2461200.5,719,1.97,0.501,2.14,20.99,,,,,,,,,,,,,1,1612,86,0.177,68.9,4.28
164400 (2005 GN59),164400,,Y,Y,APO,0.4679,1.657,0.881,6.62,218.89,203.11,87.05,2461200.5,779,2.13,0.4622,2.43,17.36,,,,,38.69,,,,,,,,0,17430,2106,0.0499,19.4,4.13
168044 (2005 SG),168044,,Y,N,ATE,0.2833,0.9813,0.703,34.83,23.51,205.52,212.85,2461200.5,355,0.972,1.014,1.26,19.09,,,,,,,,,,,,,1,1482,347,0.202,78.4,5.99
168318 (1989 DA),168318,,Y,Y,APO,0.5420,2.162,0.990,6.49,349.05,139.86,268.94,2461200.5,1.16e+03,3.18,0.3101,3.33,19.03,,0.9,,,3.925,,,,,,,,0,12884,1040,0.0448,17.4,3.48
168378 (1997 ET30),168378,,Y,N,AMO,0.4495,2.137,1.176,6.81,23.21,263.35,55.68,2461200.5,1.14e+03,3.12,0.3156,3.10,16.91,,0.841,,0.509,5.721,,,,,,,,0,13370,1330,0.205,79.8,3.57
168791 (2000 SQ43),168791,,Y,N,AMO,0.5053,2.298,1.137,5.20,170.62,145.19,161.86,2461200.5,1.27e+03,3.48,0.283,3.46,18.85,,,,,,,,,,,,,0,16396,99,0.134,52,3.41
169352 (2001 UY16),169352,,Y,N,APO,0.5197,2.083,1.000,32.28,32.18,48.44,52.03,2461200.5,1.1e+03,3.01,0.3279,3.17,19.37,,0.316,,0.405,,,,,,,,,0,8953,294,0.12,46.9,3.41
169675 (2002 JM97),169675,,Y,N,AMO,0.5469,2.724,1.234,12.61,63.45,236.58,110.61,2461200.5,1.64e+03,4.5,0.2192,4.21,16.67,,,,,45.84,,,,,,,,0,18485,1237,0.284,111,3.09
170013 (2002 UO3),170013,,Y,N,APO,0.8001,2.946,0.589,25.43,184.10,330.22,206.89,2461200.5,1.85e+03,5.06,0.1949,5.30,17.77,,,,,,,,,,,,,0,5491,130,0.309,120,2.58
170086 (2002 XR14),170086,,Y,Y,APO,0.6261,1.905,0.712,2.13,75.48,120.47,294.31,2461200.5,960,2.63,0.375,3.10,18.14,,,,,,,,,,,,,0,8364,492,0.0115,4.47,3.67
170502 (2003 WM7),170502,,Y,N,APO,0.8821,2.469,0.291,10.53,48.21,144.21,250.08,2461200.5,1.42e+03,3.88,0.254,4.65,17.36,,,,,7.2,,,,,,,,0,5802,543,0.073,28.4,2.75
170891 (2004 TY16),170891,,Y,N,AMO,0.4054,1.982,1.179,8.15,329.82,177.47,197.41,2461200.5,1.02e+03,2.79,0.3531,2.79,16.97,,,,,2.795,,,,,,,,0,9102,1545,0.191,74.2,3.74
170903 (2004 WS2),170903,,Y,Y,APO,0.6031,1.336,0.530,8.27,87.66,115.45,290.84,2461200.5,564,1.54,0.6381,2.14,18.20,,,,,,,,,,,,,0,8415,1566,0.03,11.7,4.69
171486 (1996 MO),171486,,Y,N,APO,0.5123,1.794,0.875,6.09,165.08,4.75,230.72,2461200.5,878,2.4,0.4101,2.71,18.41,,,,,,,,,,,,,0,10683,332,0.0676,26.3,3.9
171576 (1999 VP11),171576,,Y,Y,APO,0.5836,1.086,0.452,17.27,208.04,61.78,273.89,2461200.5,413,1.13,0.8711,1.72,18.68,,,,,2.796,,,,,,,,0,9570,603,0.00266,1.03,5.5
171819 (2001 FZ6),171819,,Y,N,AMO,0.1665,1.496,1.247,9.95,17.33,297.42,152.89,2461200.5,668,1.83,0.5387,1.74,18.38,,,,,15.24,,,,,,,,0,9049,1027,0.28,109,4.52
171839 (2001 JM1),171839,,Y,Y,APO,0.3107,1.461,1.007,17.08,226.64,321.97,93.89,2461200.5,645,1.77,0.5583,1.91,19.23,,,,,5.7516,,,,,,,S,0,9223,594,0.0465,18.1,4.53
172034 (2001 WR1),172034,,Y,N,AMO,0.2025,1.277,1.019,25.03,6.50,48.57,352.46,2461200.5,527,1.44,0.6828,1.54,17.84,,0.631,,0.336,8.0475,,,,,,,,0,26081,982,0.0749,29.2,4.95
172678 (2003 YM137),172678,,Y,Y,APO,0.7029,2.558,0.760,2.82,73.97,131.03,110.54,2461200.5,1.49e+03,4.09,0.2409,4.36,18.88,,,,,,,,,,,,,0,7921,486,0.0156,6.07,3.03
172718 (2004 BD85),172718,,Y,N,AMO,0.2045,1.61,1.281,19.57,267.35,284.44,289.83,2461200.5,746,2.04,0.4825,1.94,18.87,,,,,,,,,,,,,0,8744,189,0.39,152,4.26
172722 (2004 BV102),172722,,Y,N,APO,0.6994,1.543,0.464,7.22,341.27,17.22,262.62,2461200.5,700,1.92,0.514,2.62,17.66,,,,,,,,,,,,,0,8134,518,0.103,40.1,4.14
172974 (2005 YW55),172974,,Y,N,AMO,0.2466,1.637,1.233,8.47,239.35,256.77,256.94,2461200.5,765,2.09,0.4706,2.04,19.40,,,,,,,,,,,,,0,8419,226,0.293,114,4.25
173232 (1998 XC9),173232,,Y,N,AMO,0.5334,2.742,1.279,9.61,317.24,124.81,10.43,2461200.5,1.66e+03,4.54,0.2171,4.20,18.28,,,,,,,,,,,,,0,9762,246,0.33,128,3.11
173561 (2000 YV137),173561,,Y,Y,APO,0.3111,1.448,0.998,28.00,137.22,211.37,309.71,2461200.5,636,1.74,0.5656,1.90,18.36,,,,,2.722,,,,,,,,0,9387,1301,0.0187,7.28,4.48
173664 (2001 JU2),173664,,Y,N,AMO,0.2689,1.517,1.109,4.02,100.74,227.32,82.16,2461200.5,683,1.87,0.5273,1.93,19.76,,,,,,,,,,,,,0,8691,287,0.109,42.3,4.47
173689 (2001 PK9),173689,,Y,N,AMO,0.3950,1.779,1.077,10.43,272.88,314.05,226.23,2461200.5,867,2.37,0.4152,2.48,18.25,,0.724,,0.161,,,,,,,,,0,8874,397,0.115,44.6,3.98
174050 (2002 CC19),174050,,Y,N,AMO,0.1135,1.285,1.139,50.06,134.73,20.19,224.54,2461200.5,532,1.46,0.6769,1.43,17.58,,,,,3.514,,,,,,,,0,14081,1358,0.16,62.3,4.68
174806 (2003 XL),174806,,Y,N,AMO,0.5673,2.529,1.094,10.60,316.24,209.17,183.45,2461200.5,1.47e+03,4.02,0.2451,3.96,17.22,,,,,,,,,,,,,0,7921,313,0.127,49.5,3.19
174881 (2004 BU58),174881,,Y,N,APO,0.5570,1.254,0.556,57.24,120.17,171.83,211.69,2461200.5,513,1.4,0.7018,1.95,18.11,,,,,,,,,,,,,0,9160,306,0.458,178,4.59
175114 (2004 QQ),175114,,Y,N,APO,0.6653,2.249,0.753,5.72,288.05,31.53,177.14,2461200.5,1.23e+03,3.37,0.2922,3.75,16.76,,,,,8.879,,,,,,,,0,10273,762,0.0608,23.7,3.29
175189 (2005 EC224),175189,,Y,N,AMO,0.3858,2.058,1.264,2.62,169.12,79.45,11.42,2461200.5,1.08e+03,2.95,0.3339,2.85,18.29,,,,,3.758,,,,,,,,0,8953,1197,0.255,99.4,3.69
175706 (1996 FG3),175706,,Y,Y,APO,0.3502,1.055,0.685,1.97,299.47,24.08,218.57,2461200.5,396,1.08,0.9097,1.42,18.31,,1.196,,0.072,3.5942,,,,,,,C,0,14691,3126,0.0281,10.9,5.78
175729 (1998 BB10),175729,,Y,Y,APO,0.4245,1.271,0.732,11.54,124.27,259.24,333.15,2461200.5,524,1.43,0.6875,1.81,20.44,,,,,,,,,,,,Sq,0,9562,244,0.0231,9,4.97
175921 (2000 DM1),175921,,Y,N,APO,0.4840,1.369,0.706,20.71,342.73,306.75,72.76,2461200.5,585,1.6,0.6154,2.03,18.32,,1.039,,0.020,,,,,,,,,0,9027,619,0.143,55.5,4.64
177016 (2003 BM47),177016,,Y,N,APO,0.5822,1.16,0.485,13.81,137.55,155.39,143.24,2461200.5,456,1.25,0.7888,1.84,19.95,,,,,,,,,,,,,0,8006,156,0.158,61.3,5.23
177049 (2003 EE16),177049,,Y,Y,APO,0.6142,1.418,0.547,0.65,127.23,259.49,355.46,2461200.5,617,1.69,0.5838,2.29,19.80,,,,,,,,,,,,,0,8354,348,0.000144,0.0559,4.49
177255 (2003 WC25),177255,,Y,N,AMO,0.4862,2.294,1.178,10.26,347.66,9.53,205.48,2461200.5,1.27e+03,3.47,0.2837,3.41,16.79,,,,,,,,,,,,,0,13367,462,0.174,67.9,3.41
177614 (2004 HK33),177614,,Y,Y,APO,0.5208,1.89,0.905,5.44,104.70,221.58,161.94,2461200.5,949,2.6,0.3794,2.87,17.57,,,,,,,,,,,,,0,9082,954,0.00877,3.41,3.78
177651 (2004 XM14),177651,,Y,N,APO,0.6990,1.154,0.347,42.40,89.41,186.39,203.81,2461200.5,453,1.24,0.7947,1.96,17.50,,,,,,,,,,,,,0,10261,926,0.496,193,5
